Feature1,Feature2
-0.013563289105909546,-0.12189446412451532
-0.009272478513582351,-0.05139970598721306
0.014264867985585714,-0.04190575500304551
-0.04201110410415504,-0.013740279008574
0.14785278718271136,0.037810813094646865
0.1437728960757349,0.031144743967393675
-0.06849137100468425,0.024222934312723873
-0.06169632080650187,0.10190153455770061
-0.039996388903428846,0.01957698356294526
0.08898729809803146,0.045595128187876775
-0.0670769772695757,-0.03149467388638692
-0.03170839030526213,0.10315159834004081
-0.043107007457630936,0.011337240230762253
-0.04981355949109506,0.004554733106864254
0.1606687271049659,-0.006612056698490486
-0.06495384584666826,0.011313329322528381
-0.07265181567263232,0.11063826816426023
-0.041843951090189985,0.09830025518708983
-0.046270723710416226,-0.017821054745806676
0.02755638813264593,-0.08346958516512278
0.01703700523843013,-0.029804905492408225
0.11136864949531575,0.0009733730995040313
-0.04911016535486781,0.011419611977153825
-0.005176930835703802,-0.09763985541770703
-0.04876727980509372,-0.00902076649546413
0.16222328400545344,0.01303991257226152
-0.06028882524193519,0.008157984358097286
-0.004311433211422617,-0.13676803098982324
-0.02806197288037042,-0.07861773593727316
0.11669325083658856,0.028213829206531003
0.14526604650101302,0.03836908558295444
-0.04526171902261655,0.0998748766360699
0.16955316499608955,0.02475447071807791
-0.04288714213677383,0.10459347926799002
-0.03976975581961518,0.0904498122692259
-0.03431296512761024,0.09123004699024653
-0.06880888431746394,0.09795704956167957
-0.04643345810137221,0.10831790710390313
0.15516106922426337,0.03637036955751686
-0.009413370591356931,-0.03178196716406946
-0.05636409422209132,-0.017035982378420897
-0.05567454061933905,0.005732595579668913
-0.07798430998681652,0.06368997478406607
0.1437945277771262,0.03744140383693791
-0.049799416653270916,-0.014699893221165739
-0.06557958082017878,0.08566112603212617
-0.01986360028291083,-0.09913751045343916
-0.0688607615291873,0.013160212578067217
0.006742839942521707,-0.11325581468254524
-0.049044953175401154,0.008395662460627208
-0.030927140666063703,0.015248833653331146
-0.030597247034760598,0.014168969957550992
0.13026191811100432,0.013069991968576878
-0.04319345056480172,-0.02373848117599725
0.11390111209436854,0.03362825628979356
0.15866930086417122,0.045591518592991556
-0.02137341293493724,-0.04185837719977546
-0.03783440958422957,0.013742878061490953
0.0031029910229322657,-0.0559257493167129
0.16479589231705125,0.020826083702788364
-0.056325794507910275,0.013409302079747432
-0.013030610018611909,-0.05433856296648741
0.004061752401761643,-0.03850364346619317
-0.05626485763723528,0.11734945568454318
-0.05266989179038355,0.040495043616818834
-0.022414594130873076,-0.06155978432550731
0.020827158821640834,-0.042096637824215175
-0.038193253712857284,-0.030414680350495802
-0.040124651222381284,-0.048401993158969134
-0.05000047748773256,0.07830435456071473
-0.022409869102313275,-0.04505945115259469
-0.0004153179865048814,-0.05234685852117052
-0.06486188129770791,0.03416606914755848
-0.03391659600932143,0.018739485853848777
0.010981409838270863,-0.06618621436740121
-0.06075265901845343,0.10629404828227469
-0.02371056792575995,-0.022628736698641305
0.1539650140792569,0.03771740238449453
0.13104741097808725,0.0167516013345764
0.13332629786158465,0.030494115445318375
-0.04806729270801609,0.027659183609183714
0.13078638272185983,0.021194881152329106
0.13032065618870128,0.02843033816719196
0.001981814085781849,-0.1247203264824144
0.13360454503940267,0.020067371179453817
-0.008336711485502251,-0.12539245671938554
-0.07763166570579837,0.08140849548355704
-0.031284977053134023,0.0031653265037583107
0.09402415791093342,0.019028727385461325
0.17135073362898307,0.032937970320319115
0.007156545277362501,-0.040623190752935016
-0.061169347643926085,0.013385859391198988
-0.059182196968618934,0.01806374106918614
-0.0517651633837453,-0.010864598484909251
-0.0601438537020089,-0.04988319437552475
-0.0037711240925147604,-0.13612770662828588
0.011169495292371477,-0.07299758855526062
0.021177747689928174,-0.006536113560163018
