Feature1,Feature2
-0.5080184299,-0.3058608532
-0.6197046646,-0.1553928056
0.7882513304,0.1553044687
0.638775746,0.2395861765
-0.8477017868,0.8753369853
0.5697629531,-0.8040604155
0.5722946809,-0.1953294373
0.6688141386,0.4381368483
-0.7988114516,-0.8585393728
-0.9869421299,-0.6277870223
-0.4160967769,0.2772643481
0.6079526267,0.9309495841
-0.1335023358,0.5003013184
0.1089126105,0.5382224347
-0.3230389033,-0.6783394084
-0.7919881322,-0.4269794459
-0.7571958693,0.8867223922
-0.2661443312,0.6974133743
-0.5200845164,-0.1929596057
-0.7779992883,-0.4847839877
0.0648444064,0.0967690407
0.5991771025,-0.2713309423
0.9787589868,-0.171771999
0.0328299331,0.6030495043
0.8844065847,0.1213725078
0.9982556252,-0.3807647387
-0.9433639261,0.9413610038
-0.5623875885,0.2122235564
-0.6616139556,0.2712506344
0.5246020874,-0.8941256667
0.6119865688,0.0857256526
0.3850038352,0.0537458089
-0.9790288264,0.7160836217
0.8297932329,-0.0347175477
0.0072132192,0.9451331683
0.8932461926,0.0403797649
0.0836987968,0.1355122451
0.3957656418,0.8063078268
0.5452937576,-0.2758625454
0.359075048,-0.7507276746
0.3546568803,-0.735712287
-0.8532452093,-0.2097321868
0.1667189534,0.2642101395
-0.4284695447,0.0540546083
-0.6538601589,-0.4048821796
-0.7526386415,0.0445802268
-0.4277016228,0.8368182018
0.876097349,0.5362520819
0.3140426066,0.7269234479
-0.3921402427,-0.723478341
0.1889066365,0.5606062353
0.402405886,0.7187722229
-0.8362909967,0.8898879052
0.1188625589,-0.2174339192
-0.8425505116,-0.6654420148
0.6218161303,0.3946905289
-0.0144274621,-0.2078472583
-0.2894794742,-0.5217552883
0.9585599695,-0.4176295206
-0.0430978571,0.3867477055
0.2181767014,-0.2670887175
-0.5152147858,0.252416553
0.9629545036,0.4586559266
-0.278309652,-0.040460211
-0.8519588981,-0.4350962865
